"gene","hgnc_symbol","description","gene_biotype"
"ENSG00000254703","SENCR","smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA [Source:HGNC Symbol;Acc:HGNC:44177]","lncRNA"
"ENSG00000254726","MEX3A","mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482]","protein_coding"
"ENSG00000254728","","ankyrin repeat domain 33B (ANKRD33B) pseudogene","unprocessed_pseudogene"
"ENSG00000254737","OR10G4","olfactory receptor family 10 subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:14809]","protein_coding"
"ENSG00000254740","","novel transcript, antisense to USP2","lncRNA"
"ENSG00000254746","","novel transcript","lncRNA"
"ENSG00000254772","EEF1G","eukaryotic translation elongation factor 1 gamma [Source:HGNC Symbol;Acc:HGNC:3213]","protein_coding"
"ENSG00000254783","","immunoglobin superfamily, member 21 (IGSF21) pseudogene","processed_pseudogene"
"ENSG00000254788","CKLF-CMTM1","CKLF-CMTM1 readthrough [Source:HGNC Symbol;Acc:HGNC:39977]","protein_coding"
"ENSG00000254802","","novel transcript","lncRNA"
"ENSG00000254806","SYS1-DBNDD2","SYS1-DBNDD2 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:33535]","protein_coding"
"ENSG00000254827","SLC22A18AS","solute carrier family 22 member 18 antisense [Source:HGNC Symbol;Acc:HGNC:10965]","protein_coding"
"ENSG00000254837","","novel transcript","lncRNA"
"ENSG00000254838","GVINP1","GTPase, very large interferon inducible pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:25813]","transcribed_unprocessed_pseudogene"
"ENSG00000254843","XIAPP2","X-linked inhibitor of apoptosis pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:52376]","processed_pseudogene"
"ENSG00000254854","NECTIN1-DT","NECTIN1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55513]","lncRNA"
"ENSG00000254858","MPV17L2","MPV17 mitochondrial inner membrane protein like 2 [Source:HGNC Symbol;Acc:HGNC:28177]","protein_coding"
"ENSG00000254860","TMEM9B-AS1","TMEM9B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:19230]","lncRNA"
"ENSG00000254870","ATP6V1G2-DDX39B","ATP6V1G2-DDX39B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41999]","protein_coding"
"ENSG00000254873","","novel transcript, antisense to ATP5L and UBE4A","lncRNA"
"ENSG00000254876","SUGT1P4-STRA6LP","SUGT1P4-STRA6LP readthrough [Source:HGNC Symbol;Acc:HGNC:53834]","lncRNA"
"ENSG00000254885","","novel transcript","lncRNA"
"ENSG00000254896","OPCML-IT1","OPCML intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41366]","lncRNA"
"ENSG00000254901","BORCS8","BLOC-1 related complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:37247]","protein_coding"
"ENSG00000254911","SCARNA9","small Cajal body-specific RNA 9 [Source:HGNC Symbol;Acc:HGNC:32566]","lncRNA"
"ENSG00000254929","","novel transcript","lncRNA"
"ENSG00000254936","","novel transcript","lncRNA"
"ENSG00000254966","IGSF22-AS1","IGSF22 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55511]","lncRNA"
"ENSG00000254973","","novel transcript","lncRNA"
"ENSG00000254986","DPP3","dipeptidyl peptidase 3 [Source:HGNC Symbol;Acc:HGNC:3008]","protein_coding"
"ENSG00000254995","STX16-NPEPL1","STX16-NPEPL1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41993]","protein_coding"
"ENSG00000254996","ANKHD1-EIF4EBP3","ANKHD1-EIF4EBP3 readthrough [Source:HGNC Symbol;Acc:HGNC:33530]","protein_coding"
"ENSG00000254999","BRK1","BRICK1 subunit of SCAR/WAVE actin nucleating complex [Source:HGNC Symbol;Acc:HGNC:23057]","protein_coding"
"ENSG00000255002","LINC02324","long intergenic non-protein coding RNA 2324 [Source:HGNC Symbol;Acc:HGNC:53244]","lncRNA"
"ENSG00000255020","TDH-AS1","TDH antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55510]","lncRNA"
"ENSG00000255036","SUGT1P4-STRA6LP-CCDC180","SUGT1P4-STRA6LP-CCDC180 readthrough [Source:HGNC Symbol;Acc:HGNC:53835]","lncRNA"
"ENSG00000255046","","novel transcript","lncRNA"
"ENSG00000255052","FAM66D","family with sequence similarity 66 member D [Source:HGNC Symbol;Acc:HGNC:24159]","lncRNA"
"ENSG00000255082","GRM5-AS1","GRM5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40265]","lncRNA"
"ENSG00000255085","","zinc finger protein 154 (ZNF154) pseudogene","transcribed_unprocessed_pseudogene"
"ENSG00000255087","","novel transcript","lncRNA"
"ENSG00000255097","","novel transcript","lncRNA"
"ENSG00000255104","ZNF286A-TBC1D26","ZNF286A-TBC1D26 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:55384]","protein_coding"
"ENSG00000255112","CHMP1B","charged multivesicular body protein 1B [Source:HGNC Symbol;Acc:HGNC:24287]","protein_coding"
"ENSG00000255114","","novel transcript, antisense to HYOU1","lncRNA"
"ENSG00000255121","CENATAC-DT","CENATAC divergent transcript [Source:HGNC Symbol;Acc:HGNC:54215]","lncRNA"
"ENSG00000255126","","novel transcript","lncRNA"
"ENSG00000255129","TTC12-DT","TTC12 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55508]","lncRNA"
"ENSG00000255135","EMSY-DT","EMSY divergent transcript [Source:HGNC Symbol;Acc:HGNC:55507]","lncRNA"
"ENSG00000255136","TPBGL-AS1","TPBGL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55506]","lncRNA"
"ENSG00000255145","STX17-DT","STX17 divergent transcript [Source:HGNC Symbol;Acc:HGNC:51174]","lncRNA"
"ENSG00000255150","EID3","EP300 interacting inhibitor of differentiation 3 [Source:HGNC Symbol;Acc:HGNC:32961]","protein_coding"
"ENSG00000255153","TOLLIP-DT","TOLLIP divergent transcript [Source:HGNC Symbol;Acc:HGNC:27403]","lncRNA"
"ENSG00000255154","HTD2","hydroxyacyl-thioester dehydratase type 2 [Source:HGNC Symbol;Acc:HGNC:53111]","protein_coding"
"ENSG00000255176","","novel transcript","lncRNA"
"ENSG00000255182","","novel transcript, antisense to PPP1R16A","lncRNA"
"ENSG00000255185","PDXDC2P","pyridoxal dependent decarboxylase domain containing 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:27559]","transcribed_unprocessed_pseudogene"
"ENSG00000255192","NANOGP8","Nanog homeobox retrogene P8 [Source:HGNC Symbol;Acc:HGNC:23106]","protein_coding"
"ENSG00000255197","","novel transcript","lncRNA"
"ENSG00000255198","SNHG9","small nucleolar RNA host gene 9 [Source:HGNC Symbol;Acc:HGNC:33102]","lncRNA"
"ENSG00000255200","PGAM1P8","phosphoglycerate mutase 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42455]","transcribed_processed_pseudogene"
"ENSG00000255224","","TEC","lncRNA"
"ENSG00000255234","CCDC90B-AS1","CCDC90B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55505]","lncRNA"
"ENSG00000255236","CHKA-DT","CHKA divergent transcript [Source:HGNC Symbol;Acc:HGNC:55504]","lncRNA"
"ENSG00000255237","","novel transcript","lncRNA"
"ENSG00000255248","MIR100HG","mir-100-let-7a-2-mir-125b-1 cluster host gene [Source:HGNC Symbol;Acc:HGNC:39522]","lncRNA"
"ENSG00000255267","LINC02687","long intergenic non-protein coding RNA 2687 [Source:HGNC Symbol;Acc:HGNC:54187]","lncRNA"
"ENSG00000255284","","novel transcript","lncRNA"
"ENSG00000255301","","novel transcript","lncRNA"
"ENSG00000255302","EID1","EP300 interacting inhibitor of differentiation 1 [Source:HGNC Symbol;Acc:HGNC:1191]","protein_coding"
"ENSG00000255303","OR5BA1P","olfactory receptor family 5 subfamily BA member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15270]","transcribed_unprocessed_pseudogene"
"ENSG00000255310","","novel transcript","lncRNA"
"ENSG00000255319","ENPP7P8","ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:48691]","transcribed_unprocessed_pseudogene"
"ENSG00000255326","","novel transcript","lncRNA"
"ENSG00000255330","","SOGA family member 3 [Source:NCBI gene (formerly Entrezgene);Acc:387104]","protein_coding"
"ENSG00000255339","","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa (NDUFB8) and SEC31 homolog B (S. cerevisiae) (SEC31B) readthrough","protein_coding"
"ENSG00000255346","NOX5","NADPH oxidase 5 [Source:HGNC Symbol;Acc:HGNC:14874]","protein_coding"
"ENSG00000255366","","novel transcript","lncRNA"
"ENSG00000255367","","novel transcript","lncRNA"
"ENSG00000255384","","novel transcript","lncRNA"
"ENSG00000255389","","chromosome 6 open reading frame 3","lncRNA"
"ENSG00000255390","DCHS1-AS1","DCHS1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40650]","lncRNA"
"ENSG00000255402","","novel transcript","lncRNA"
"ENSG00000255408","PCDHA3","protocadherin alpha 3 [Source:HGNC Symbol;Acc:HGNC:8669]","protein_coding"
"ENSG00000255410","","novel transcript","lncRNA"
"ENSG00000255411","LINC02548","long intergenic non-protein coding RNA 2548 [Source:HGNC Symbol;Acc:HGNC:53583]","lncRNA"
"ENSG00000255418","LINC02718","long intergenic non-protein coding RNA 2718 [Source:HGNC Symbol;Acc:HGNC:54235]","lncRNA"
"ENSG00000255423","EBLN2","endogenous Bornavirus like nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:25493]","protein_coding"
"ENSG00000255434","","novel transcript","lncRNA"
"ENSG00000255435","TTC36-AS1","TTC36 and KMT2A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55495]","lncRNA"
"ENSG00000255442","","glutamyl aminopeptidase (aminopeptidase A) (ENPEP) pseudogene","unprocessed_pseudogene"
"ENSG00000255455","","novel transcript","lncRNA"
"ENSG00000255458","SMIM14-DT","SMIM14 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53455]","lncRNA"
"ENSG00000255459","","ribosomal protein S24 pseudogene","processed_pseudogene"
"ENSG00000255468","","novel transcript, antisense to SLC29A2","lncRNA"
"ENSG00000255471","","novel transcript","lncRNA"
"ENSG00000255491","","novel transcript","lncRNA"
"ENSG00000255495","","novel transcript","lncRNA"
"ENSG00000255498","","novel transcript","lncRNA"
"ENSG00000255508","","novel protein","protein_coding"
"ENSG00000255517","DPP3-DT","DPP3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55494]","lncRNA"
"ENSG00000255529","POLR2M","RNA polymerase II subunit M [Source:HGNC Symbol;Acc:HGNC:14862]","protein_coding"
"ENSG00000255537","","novel transcript, antisense to FEZ1","lncRNA"
"ENSG00000255545","B3GAT1-DT","B3GAT1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:27449]","lncRNA"
"ENSG00000255553","LINC02733","long intergenic non-protein coding RNA 2733 [Source:HGNC Symbol;Acc:HGNC:54250]","lncRNA"
"ENSG00000255559","ZNF252P-AS1","ZNF252P antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27821]","lncRNA"
"ENSG00000255561","FDXACB1","ferredoxin-fold anticodon binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25110]","protein_coding"
"ENSG00000255568","BRWD1-AS2","BRWD1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:16423]","lncRNA"
"ENSG00000255571","MIR9-3HG","MIR9-3 host gene [Source:HGNC Symbol;Acc:HGNC:27388]","lncRNA"
"ENSG00000255583","","T-box 20 (TBX20) pseudogene","transcribed_unprocessed_pseudogene"
"ENSG00000255595","","novel transcript","lncRNA"
"ENSG00000255618","LINC02440","long intergenic non-protein coding RNA 2440 [Source:HGNC Symbol;Acc:HGNC:53372]","lncRNA"
"ENSG00000255622","PCDHB17P","protocadherin beta 17 pseudogene [Source:HGNC Symbol;Acc:HGNC:14547]","transcribed_unprocessed_pseudogene"
"ENSG00000255624","C10orf88B","C10orf88B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:44080]","transcribed_processed_pseudogene"
"ENSG00000255639","","novel protein","protein_coding"
"ENSG00000255642","PABPC1P4","poly(A) binding protein cytoplasmic 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:8563]","processed_pseudogene"
"ENSG00000255650","FAM222A-AS1","FAM222A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28223]","lncRNA"
"ENSG00000255652","","novel transcript","lncRNA"
"ENSG00000255670","","novel transcript","lncRNA"
"ENSG00000255690","TRIL","TLR4 interactor with leucine rich repeats [Source:HGNC Symbol;Acc:HGNC:22200]","protein_coding"
"ENSG00000255693","LINC02389","long intergenic non-protein coding RNA 2389 [Source:HGNC Symbol;Acc:HGNC:53316]","lncRNA"
"ENSG00000255717","SNHG1","small nucleolar RNA host gene 1 [Source:HGNC Symbol;Acc:HGNC:32688]","lncRNA"
"ENSG00000255737","AGAP2-AS1","AGAP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48633]","lncRNA"
"ENSG00000255769","GOLGA2P10","GOLGA2 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:26229]","transcribed_unprocessed_pseudogene"
"ENSG00000255790","","novel transcript","lncRNA"
"ENSG00000255794","RMST","rhabdomyosarcoma 2 associated transcript [Source:HGNC Symbol;Acc:HGNC:29893]","lncRNA"
"ENSG00000255804","OR6J1","olfactory receptor family 6 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:14707]","protein_coding"
"ENSG00000255837","TAS2R20","taste 2 receptor member 20 [Source:HGNC Symbol;Acc:HGNC:19109]","protein_coding"
"ENSG00000255851","","Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]","misc_RNA"
"ENSG00000255856","","novel transcript","lncRNA"
"ENSG00000255857","PXN-AS1","PXN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44123]","lncRNA"
"ENSG00000255874","PRECSIT","p53 regulated carcinoma associated Stat3 activating long intergenic non-protein coding transcript [Source:HGNC Symbol;Acc:HGNC:27492]","lncRNA"
"ENSG00000255910","","novel transcript","lncRNA"
"ENSG00000255916","","novel transcript","lncRNA"
"ENSG00000255920","CCND2-AS1","CCND2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49398]","lncRNA"
"ENSG00000255929","PIWIL4-AS1","PIWIL4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55493]","lncRNA"
"ENSG00000255931","","novel transcript","lncRNA"
"ENSG00000255980","","novel transcript","lncRNA"
"ENSG00000255986","MT1JP","metallothionein 1J, pseudogene [Source:HGNC Symbol;Acc:HGNC:7402]","transcribed_unprocessed_pseudogene"
"ENSG00000256001","","novel transcript","lncRNA"
"ENSG00000256008","CABP1-DT","CABP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55491]","lncRNA"
"ENSG00000256028","","novel transcript","lncRNA"
"ENSG00000256029","","novel protein","protein_coding"
"ENSG00000256034","","novel transcript","lncRNA"
"ENSG00000256040","PAPPA-AS1","PAPPA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:35152]","lncRNA"
"ENSG00000256043","CTSO","cathepsin O [Source:HGNC Symbol;Acc:HGNC:2542]","protein_coding"
"ENSG00000256053","COA8","cytochrome c oxidase assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:20492]","protein_coding"
"ENSG00000256060","TRAPPC2B","trafficking protein particle complex subunit 2B [Source:HGNC Symbol;Acc:HGNC:10710]","protein_coding"
"ENSG00000256061","DNAAF4","dynein axonemal assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:21493]","protein_coding"
"ENSG00000256073","URB1-AS1","URB1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:23128]","lncRNA"
"ENSG00000256087","ZNF432","zinc finger protein 432 [Source:HGNC Symbol;Acc:HGNC:20810]","protein_coding"
"ENSG00000256092","SBNO1-AS1","SBNO1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54355]","lncRNA"
"ENSG00000256124","LINC01152","long intergenic non-protein coding RNA 1152 [Source:HGNC Symbol;Acc:HGNC:16752]","lncRNA"
"ENSG00000256139","","novel transcript","lncRNA"
"ENSG00000256188","TAS2R30","taste 2 receptor member 30 [Source:HGNC Symbol;Acc:HGNC:19112]","protein_coding"
"ENSG00000256193","LINC00507","long intergenic non-protein coding RNA 507 [Source:HGNC Symbol;Acc:HGNC:43558]","lncRNA"
"ENSG00000256196","","novel transcript","lncRNA"
"ENSG00000256218","","novel transcript","lncRNA"
"ENSG00000256223","ZNF10","zinc finger protein 10 [Source:HGNC Symbol;Acc:HGNC:12879]","protein_coding"
"ENSG00000256229","ZNF486","zinc finger protein 486 [Source:HGNC Symbol;Acc:HGNC:20807]","protein_coding"
"ENSG00000256235","SMIM3","small integral membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:30248]","protein_coding"
"ENSG00000256269","HMBS","hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:HGNC:4982]","protein_coding"
"ENSG00000256274","TAS2R64P","taste 2 receptor member 64 pseudogene [Source:HGNC Symbol;Acc:HGNC:20642]","transcribed_unprocessed_pseudogene"
"ENSG00000256294","ZNF225","zinc finger protein 225 [Source:HGNC Symbol;Acc:HGNC:13018]","protein_coding"
"ENSG00000256321","","novel transcript","lncRNA"
"ENSG00000256340","ABCC6P1","ATP binding cassette subfamily C member 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33352]","transcribed_unprocessed_pseudogene"
"ENSG00000256407","","novel transcript","protein_coding"
"ENSG00000256422","LINC02552","long intergenic non-protein coding RNA 2552 [Source:HGNC Symbol;Acc:HGNC:53587]","lncRNA"
"ENSG00000256427","","novel transcript","lncRNA"
"ENSG00000256436","TAS2R31","taste 2 receptor member 31 [Source:HGNC Symbol;Acc:HGNC:19113]","protein_coding"
"ENSG00000256443","","novel transcript","lncRNA"
"ENSG00000256453","DND1","DND microRNA-mediated repression inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:23799]","protein_coding"
"ENSG00000256463","SALL3","spalt like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10527]","protein_coding"
"ENSG00000256464","YWHABP2","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:50295]","processed_pseudogene"
"ENSG00000256525","POLG2","DNA polymerase gamma 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9180]","protein_coding"
"ENSG00000256533","","CCR4 carbon catabolite repression 4-like (S. cerevisiae) (CCRN4L) pseudogene","processed_pseudogene"
"ENSG00000256537","SMIM10L1","small integral membrane protein 10 like 1 [Source:HGNC Symbol;Acc:HGNC:49847]","protein_coding"
"ENSG00000256538","","novel transcript","lncRNA"
"ENSG00000256540","","novel transcript","lncRNA"
"ENSG00000256542","","novel transcript","lncRNA"
"ENSG00000256546","","novel transcript","lncRNA"
"ENSG00000256552","","ribosomal protein S24 (RPS24) pseudogene","transcribed_processed_pseudogene"
"ENSG00000256576","LINC02361","long intergenic non-protein coding RNA 2361 [Source:HGNC Symbol;Acc:HGNC:53283]","lncRNA"
"ENSG00000256581","NLRP9P1","NLR family pyrin domain containing 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29888]","unprocessed_pseudogene"
"ENSG00000256591","","novel transcript","protein_coding"
"ENSG00000256594","","C-type lectin domain family 2 (CLEC2) pseudogene","transcribed_unprocessed_pseudogene"
"ENSG00000256596","","novel transcript","lncRNA"
"ENSG00000256612","CYP2B7P","cytochrome P450 family 2 subfamily B member 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:2616]","transcribed_unprocessed_pseudogene"
"ENSG00000256616","","G protein-coupled receptor 125 (GPR125) pseudogene","transcribed_processed_pseudogene"
"ENSG00000256625","","liprin-beta-1-like (PPFIBP1) pseudogene","unprocessed_pseudogene"
"ENSG00000256628","ZBTB11-AS1","ZBTB11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48573]","lncRNA"
"ENSG00000256651","","taste receptor, type 2 pseudogene","unprocessed_pseudogene"
"ENSG00000256654","","novel transcript, sense overlapping KCNA1","lncRNA"
"ENSG00000256664","","ribosomal L24 domain containing 1 (RSL24D1) pseudogene","processed_pseudogene"
"ENSG00000256667","KLRA1P","killer cell lectin like receptor A1, pseudogene [Source:HGNC Symbol;Acc:HGNC:6372]","transcribed_unprocessed_pseudogene"
"ENSG00000256683","ZNF350","zinc finger protein 350 [Source:HGNC Symbol;Acc:HGNC:16656]","protein_coding"
"ENSG00000256694","","novel transcript","lncRNA"
"ENSG00000256742","KDM2B-DT","KDM2B divergent transcript [Source:HGNC Symbol;Acc:HGNC:53287]","lncRNA"
"ENSG00000256747","","novel transcript","lncRNA"
"ENSG00000256751","PLBD1-AS1","PLBD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51143]","lncRNA"
"ENSG00000256771","ZNF253","zinc finger protein 253 [Source:HGNC Symbol;Acc:HGNC:13497]","protein_coding"
"ENSG00000256802","","novel transcript, antisense to TJP1","lncRNA"
"ENSG00000256806","C17orf100","chromosome 17 open reading frame 100 [Source:HGNC Symbol;Acc:HGNC:34494]","protein_coding"
"ENSG00000256824","","novel transcript, antisense to MACROD1","lncRNA"
"ENSG00000256870","SLC5A8","solute carrier family 5 member 8 [Source:HGNC Symbol;Acc:HGNC:19119]","protein_coding"
"ENSG00000256894","","novel transcript, antisense to SSPN","lncRNA"
"ENSG00000256925","ADGRA1-AS1","ADGRA1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49543]","lncRNA"
"ENSG00000256943","","novel transcript","lncRNA"
"ENSG00000256967","","novel transcript","lncRNA"
"ENSG00000256973","","novel transcript","lncRNA"
"ENSG00000256981","","taste receptor, type 2, member 18 pseudogene","unprocessed_pseudogene"
"ENSG00000256982","","novel transcript","lncRNA"
"ENSG00000256995","","novel transcript","lncRNA"
"ENSG00000257027","","novel transcript","lncRNA"
